epoch,batches,seconds,peak_cuda_mem_gb,pred_max_abs,has_nan,has_inf,available_memory_gb,D_real,D_fake,D_real_score,D_fake_score,D_loss,G_adv_raw,G_struct_raw,G_struct_unnormalized_raw,G_struct_scale,G_carrier_raw,G_adv_weighted,G_struct_weighted,G_carrier_weighted,G_total
13,350,436.50993156433105,2.608088493347168,280713.25,0,0,52.64603042602539,0.001490250604069193,0.0012534373963717371,0.7308723761354174,0.5001329478195735,0.001371844003359521,1.0005535795007434,1.0909488243716103,4714.945824497768,4393.196451939174,6359.837431989397,1.0005535795007434,1.0909488243716103,3179.9187159946987,3182.010220598493
14,350,439.1388952732086,2.608088493347168,280701.375,0,0,52.854148864746094,0.0012819006246614403,0.0010462895756063518,0.7308941761084965,0.5000823654447283,0.0011640951037406922,1.0005373103278024,1.0892840152127403,4709.22962751116,4393.196451939174,6355.732963518415,1.0005373103278024,1.0892840152127403,3177.8664817592075,3179.9562937709265
15,350,437.1971457004547,2.608088493347168,280688.40625,0,0,52.84980392456055,0.001242499453988525,0.0010617299448598975,0.7309189660208566,0.5000901265655245,0.0011521146990292306,1.000763760123934,1.0875407123565675,4703.244033203125,4393.196451939174,6351.442177385603,1.000763760123934,1.0875407123565675,3175.7210886928015,3177.809391043527
16,350,437.877653837204,2.608088493347168,280675.1875,0,0,52.823726654052734,0.0017032782279420644,0.0015279279128299094,0.7308133482933045,0.5001489658015115,0.0016156030712798904,1.000647874048778,1.0857202541828155,4696.993488071987,4393.196451939174,6346.968986118862,1.000647874048778,1.0857202541828155,3173.484493059431,3175.5708621651784
17,350,438.19025802612305,2.608088493347168,280660.84375,0,0,52.86626434326172,0.0009722198466313005,0.0007759839783830103,0.7309362282071795,0.500073464342526,0.000874101913733674,1.0003792139462062,1.0838236916065216,4690.481542271205,4393.196451939174,6342.316342424665,1.0003792139462062,1.0838236916065216,3171.1581712123325,3173.24237601144
18,350,439.45738697052,2.608088493347168,280646.96875,0,0,52.84489440917969,0.0012871273545481798,0.0011187241198786068,0.7308979732649666,0.5000958658116205,0.0012029257394689402,1.0007030168601445,1.0818515649863651,4683.710030691965,4393.196451939174,6337.48610421317,1.0007030168601445,1.0818515649863651,3168.743052106585,3170.8256120954243
19,350,439.6635911464691,2.608088493347168,280633.78125,0,0,52.64689254760742,0.0021582164832424106,0.0018904049025150016,0.7307581237384251,0.5001838196175439,0.0020243106910908994,1.0011484784739357,1.079805062498365,4676.683113141741,4393.196451939174,6332.481598772321,1.0011484784739357,1.079805062498365,3166.2407993861607,3168.3217456054685
20,350,440.7777416706085,2.608088493347168,280621.15625,0,0,52.60113525390625,0.0006731331904302351,0.0004759147274411849,0.7309547804083143,0.500074235200882,0.0005745239609262041,1.0003077416760582,1.0776848772593908,4669.403459472656,4393.196451939174,6327.305785086495,1.0003077416760582,1.0776848772593908,3163.6528925432476,3165.7308883231026
21,350,439.9875822067261,2.608088493347168,280608.09375,0,0,52.806278228759766,0.0021591999097810392,0.001800702990980686,0.7307074843134199,0.50027285524777,0.0019799514539772644,1.0006060145582472,1.075491110427039,4661.870851876395,4393.196451939174,6321.958228236607,1.0006060145582472,1.075491110427039,3160.9791141183036,3163.0552045549666
22,350,440.71022963523865,2.608088493347168,280596.15625,0,0,52.80714416503906,0.0005830397350863288,0.0004168596808033596,0.7309702662059239,0.5000490175826209,0.0004999497095871317,1.0002341525895255,1.0732246455124446,4654.089088657925,4393.196451939174,6316.442204589844,1.0002341525895255,1.0732246455124446,3158.221102294922,3160.294553920201
23,350,441.4111764431,2.608088493347168,280583.28125,0,0,52.78449630737305,0.0007130765830515883,0.0005694675854049689,0.7309783938952855,0.5000533126081739,0.0006412720838852692,1.0003608981200627,1.0708849670205798,4646.055827985491,4393.196451939174,6310.755642089844,1.0003608981200627,1.0708849670205798,3155.377821044922,3157.4490659877233
24,350,440.4764678478241,2.608088493347168,280568.9375,0,0,52.79983901977539,0.0014115492559670071,0.0012208697096502874,0.7308256290640149,0.50012768302645,0.0013162094799502354,1.0006001545701708,1.0684721347263881,4637.770870186942,4393.196451939174,6304.899592285156,1.0006001545701708,1.0684721347263881,3152.449796142578,3154.5188705008372
25,350,441.4515542984009,2.608088493347168,280550.90625,0,0,52.811405181884766,0.0027300104606963163,0.0027476050880172157,0.7304968714714051,0.5005052363021033,0.0027388077941889475,1.0009955864293234,1.0659874154840197,4629.238135986328,4393.196451939174,6298.87613734654,1.0009955864293234,1.0659874154840197,3149.43806867327,3151.5050547572546
26,350,441.01830101013184,2.608088493347168,280536.4375,0,0,52.82615280151367,0.0006068312381518938,0.00045879301231512465,0.7309462635857719,0.5000852171863829,0.0005328121261222154,1.0001705498354776,1.0634319295201984,4620.462423270089,4393.196451939174,6292.690853097099,1.0001705498354776,1.0634319295201984,3146.3454265485493,3148.4090272739954
27,350,441.93332052230835,2.608088493347168,280519.03125,0,0,52.838523864746094,0.0006241136472090147,0.00048503042617604867,0.7309664646216801,0.5000689007554735,0.0005545720389428815,1.0001725573199136,1.0608053772790091,4611.4415940638955,4393.196451939174,6286.339953264509,1.0001725573199136,1.0608053772790091,3143.1699766322545,3145.230961390904
28,350,441.94252586364746,2.608088493347168,280501.84375,0,0,52.82987594604492,0.0008033741751985093,0.0006202012348096884,0.7309493214743478,0.5000640266282218,0.0007117877049729162,1.000408867938178,1.0581088324955532,4602.179343959263,4393.196451939174,6279.828582938058,1.000408867938178,1.0581088324955532,3139.914291469029,3141.9728030831475
29,350,442.0148994922638,2.608088493347168,280483.96875,0,0,52.86191940307617,0.0012354404923514395,0.0010182773835029886,0.7308700931072235,0.5001365924733026,0.001126858938244238,1.0005583369731903,1.0553430352892195,4592.677815290179,4393.196451939174,6273.156948242187,1.0005583369731903,1.0553430352892195,3136.5784741210937,3138.634376220703
30,350,442.66597294807434,2.608088493347168,280466.3125,0,0,52.821983337402344,0.001292555329190301,0.001186359151106444,0.7308315517221178,0.5001951956748962,0.0012394572593620978,1.0005759516784123,1.052508158002581,4582.937354910714,4393.196451939174,6266.326240234375,1.0005759516784123,1.052508158002581,3133.1631201171876,3135.2162149483815
31,350,442.9791884422302,2.608088493347168,280448.34375,0,0,52.57093811035156,0.0009589363184932154,0.0007584947140172257,0.7308998598371234,0.5001190114021301,0.0008587155196125553,1.000321639265333,1.0496043472630636,4572.958070591518,4393.196451939174,6259.336037597656,1.000321639265333,1.0496043472630636,3129.668018798828,3131.717949916295
32,350,442.91121006011963,2.608088493347168,280430.78125,0,0,52.80321502685547,0.0012941006812200483,0.0011630444409300772,0.7308311687197004,0.5001794740983418,0.0012285725668646462,1.0003281119891576,1.0466330535071238,4562.744655064174,4393.196451939174,6252.19092250279,1.0003281119891576,1.0466330535071238,3126.095461251395,3128.1424203055244
33,350,443.6384663581848,2.608088493347168,280413.4375,0,0,52.83563995361328,0.001828892197663663,0.002294494505092319,0.7306220519542694,0.5003982397488186,0.0020616933571831657,1.0006107728821891,1.0435932758876256,4552.294381626674,4393.196451939174,6244.890003138951,1.0006107728821891,1.0435932758876256,3122.4450015694756,3124.489204799107
34,350,443.2875554561615,2.608088493347168,280395.0625,0,0,52.70370101928711,0.0014104583281316862,0.0013123694373020304,0.7307505278927939,0.5002827829974038,0.0013614138794530715,1.0003063952922822,1.0404873371124268,4541.614129115514,4393.196451939174,6237.436313825335,1.0003063952922822,1.0404873371124268,3118.7181569126674,3120.7589556012836
35,350,443.4867811203003,2.608088493347168,280377.40625,0,0,52.82815170288086,0.0005783142808858039,0.0004646172692914011,0.7309285850184304,0.5001168953520911,0.0005214657749144992,1.000147854260036,1.0373146753651754,4530.704085344587,4393.196451939174,6229.831212681362,1.000147854260036,1.0373146753651754,3114.915606340681,3116.9530733816964
36,350,443.161137342453,2.608088493347168,280356.875,0,0,52.81681442260742,0.00123613394653408,0.0010391112804479365,0.7307990336418152,0.5002120793717248,0.0011376226170770158,1.0005888627256665,1.0340758546761104,4519.56512398856,4393.196451939174,6222.07540876116,1.0005888627256665,1.0340758546761104,3111.03770438058,3113.0723653738837
37,350,443.52125787734985,2.608088493347168,280334.125,0,0,52.8545036315918,0.0010899200386899923,0.0011646351171761386,0.7308088193620954,0.5002406425986972,0.0011272775725436597,1.0004733960969108,1.0307709101268223,4508.197769601004,4393.196451939174,6214.1713528878345,1.0004733960969108,1.0307709101268223,3107.0856764439172,3109.116937081473
38,350,444.20364594459534,2.608088493347168,280311.0625,0,0,52.442115783691406,0.0021727524095954973,0.0021530889300421614,0.73058371254376,0.5004338839224407,0.0021629207079656354,1.000411593914032,1.0273996710777282,4496.601380266462,4393.196451939174,6206.119394182478,1.000411593914032,1.0273996710777282,3103.059697091239,3105.0875113351003
39,350,445.5054862499237,2.608088493347168,280288.625,0,0,52.834407806396484,0.0010318745613871474,0.0010429287403011195,0.7307982477119991,0.500251898084368,0.001037401655204511,1.000257295540401,1.0239631756714411,4484.780172991072,4393.196451939174,6197.920720912389,1.000257295540401,1.0239631756714411,3098.9603604561944,3100.9845764160154
40,350,444.9089138507843,2.608088493347168,280267.65625,0,0,52.61908721923828,0.0005575850137392991,0.0004736899508965767,0.7309482315608433,0.5001159492560795,0.0005156374819593371,1.0000236827986582,1.0204622827257428,4472.7366235351565,4393.196451939174,6189.576416364397,1.0000236827986582,1.0204622827257428,3094.7882081821986,3096.8086934988837
41,350,446.248352766037,2.608088493347168,280244.78125,0,0,52.50752639770508,0.0011656543038718935,0.0010204297552991193,0.7308175117628914,0.500204941885812,0.0010930420397614528,1.000118406670434,1.0168973083155495,4460.472278180803,4393.196451939174,6181.089083426339,1.000118406670434,1.0168973083155495,3090.5445417131696,3092.5615612792967
42,350,445.6399779319763,2.608088493347168,280223.3125,0,0,52.820613861083984,0.0009472236273826898,0.0008466556815255898,0.7308644834586552,0.5001885027544839,0.0008969396533419578,1.0004158917495183,1.0132685390540532,4447.985521763393,4393.196451939174,6172.457779715402,1.0004158917495183,1.0132685390540532,3086.228889857701,3088.242574986049
43,350,446.2397656440735,2.608088493347168,280200.15625,0,0,52.806575775146484,0.0009116075125764057,0.0008022371190184328,0.7308631345203944,0.5001800606931959,0.000856922319383427,0.9999611982277461,1.0095766733373914,4435.281606270926,4393.196451939174,6163.689027622768,0.9999611982277461,1.0095766733373914,3081.844513811384,3083.854048374721
44,350,445.26634764671326,2.608088493347168,280177.3125,0,0,52.80867004394531,0.0009871351016668736,0.0007601899979843957,0.7308512999330248,0.5001662765230451,0.0008736625551370837,0.9998334169387817,1.0058238399028778,4422.363698032924,4393.196451939174,6154.780229492188,0.9998334169387817,1.0058238399028778,3077.390114746094,3079.3957643345425
45,350,445.01400232315063,2.608088493347168,280155.90625,0,0,52.8464241027832,0.0017036672838314968,0.001853177518787561,0.7306500560896737,0.500415905884334,0.0017784223813006456,1.0005133236306054,1.002010234424046,4409.232290736607,4393.196451939174,6145.734306291853,1.0005133236306054,1.002010234424046,3072.8671531459263,3074.8696747698104
46,350,445.7311625480652,2.608088493347168,280131.375,0,0,52.799320220947266,0.0006140257372213195,0.0005732441361033125,0.7309128172057016,0.5001464477607183,0.000593634934443149,1.000208854334695,0.9981368139811925,4395.8903187779015,4393.196451939174,6136.553032575335,1.000208854334695,0.9981368139811925,3068.2765162876676,3070.2748660714287
47,350,445.02174282073975,2.608088493347168,280107.65625,0,0,52.811763763427734,0.001938946262609014,0.0022602370438523523,0.7305551048687526,0.5004953252417701,0.0020995916538023656,1.0000514294419969,0.9942041037763868,4382.339832066127,4393.196451939174,6127.238577008929,1.0000514294419969,0.9942041037763868,3063.6192885044643,3065.613538469587
48,350,445.11769938468933,2.608088493347168,280081.90625,0,0,52.802978515625,0.0003954191284096201,0.00029808840015903114,0.7309727948052542,0.5000836809192385,0.00034675376462733507,1.0001313991206033,0.9902118638583592,4368.580137939453,4393.196451939174,6117.789981166295,1.0001313991206033,0.9902118638583592,3058.8949905831473,3060.885335518973
49,350,445.5456745624542,2.608088493347168,280056.34375,0,0,52.801116943359375,0.0005493754309801651,0.00046332021162795304,0.7309252204213823,0.5001142658506121,0.0005063478204621268,1.0001095606599535,0.9861625102588109,4354.620301339286,4393.196451939174,6108.211854073661,1.0001095606599535,0.9861625102588109,3054.1059270368305,3056.0921988351006
50,350,445.492614030838,2.608088493347168,280029.71875,0,0,52.79230499267578,0.0009506612950644922,0.0009156855266025689,0.7308451574189322,0.5002075669595173,0.0009331734133801157,1.0006948564733777,0.9820561853476933,4340.455823451451,4393.196451939174,6098.503104422433,1.0006948564733777,0.9820561853476933,3049.2515522112167,3051.234298793248
