epoch,batches,seconds,peak_cuda_mem_gb,available_memory_gb,loss,ssim,l1,pred_min,pred_max,pred_mean,pred_baseline_l1,baseline_gt_l1,pred_gt_l1,has_nan,has_inf,val_loss,val_ssim,val_l1,val_pred_baseline_l1,val_baseline_gt_l1
11,350,460.10858702659607,2.3596763610839844,49.78137969970703,0.6719659016813551,0.21919275147574288,0.10054899309362685,0.2322369994010244,0.9982993006706238,0.5287096531050546,0.14202886551618576,0.15036506972142627,0.10054899309362685,0.0,0.0,0.7588195502758026,0.1189820896834135,0.11727827601134777,0.21718398854136467,0.14964335970580578
12,350,462.02655267715454,2.3596763610839844,49.73264694213867,0.6691622834546226,0.2225297600882394,0.10054569150720324,0.22776151273931775,0.9980098605155945,0.5285409784317017,0.14229519392762865,0.15036506972142627,0.10054569150720324,0.0,0.0,0.7601806968450546,0.1176368510350585,0.11872299574315548,0.21919208951294422,0.14964335970580578
13,350,461.2467827796936,2.3596763610839844,49.75312042236328,0.6666366733823503,0.22552793106862476,0.10050101825169154,0.22377219019191605,0.9984595775604248,0.5284537981237684,0.14246038668922015,0.15036506972142627,0.10050101825169154,0.0,0.0,0.7612622603774071,0.11634770594537258,0.11871471907943487,0.218943664804101,0.14964335970580578
14,350,460.43513011932373,2.3596763610839844,49.78011703491211,0.6643555685452053,0.22823455486978803,0.10045387532029833,0.22002769525562013,0.9983772039413452,0.5283427674429757,0.14264764411108835,0.15036506972142627,0.10045387532029833,0.0,0.0,0.7624837011098862,0.11510575283318758,0.11982843093574047,0.22044302709400654,0.14964335970580578
15,350,461.43889927864075,2.3596763610839844,49.74158477783203,0.6622752560888018,0.2307024669647217,0.10040847182273865,0.21682973071932793,0.9983205199241638,0.528260281596865,0.1427859640972955,0.15036506972142627,0.10040847182273865,0.0,0.0,0.7635674625635147,0.11393065750598907,0.12043275963515043,0.22110026143491268,0.14964335970580578
16,350,461.6823801994324,2.3596763610839844,49.76095199584961,0.6603764508451734,0.23295552219663349,0.10036947101354599,0.21386886600937163,0.9982931017875671,0.5282284479481834,0.14288597272975104,0.15036506972142627,0.10036947101354599,0.0,0.0,0.7644749730825424,0.11304165981709957,0.12143752165138721,0.22244772501289845,0.14964335970580578
17,350,464.1112289428711,2.3596763610839844,49.73289108276367,0.658627461024693,0.2350340801477432,0.10035072101014,0.21114295904125485,0.9981580376625061,0.5282179616178785,0.1429673922274794,0.15036506972142627,0.10035072101014,0.0,0.0,0.7656062766909599,0.11203022953122854,0.12319808825850487,0.2249108050018549,0.14964335970580578
18,350,462.13437128067017,2.3596763610839844,49.75538635253906,0.6570024124213627,0.23696630311863762,0.10033834333930697,0.20877696245908736,0.99800044298172,0.5282290085724421,0.14303504784192358,0.15036506972142627,0.10033834333930697,0.0,0.0,0.7661676183342934,0.11116611678153276,0.12216980010271072,0.22317814081907272,0.14964335970580578
19,350,461.72678327560425,2.3596763610839844,49.7513313293457,0.6554791465827396,0.23877368156399045,0.1003066378406116,0.20665011450648307,0.998023271560669,0.5282359162398748,0.143089315955128,0.15036506972142627,0.1003066378406116,0.0,0.0,0.7669510468840599,0.11014777515083551,0.12172003276646137,0.22224541939795017,0.14964335970580578
20,350,463.40640473365784,2.3596763610839844,49.74396514892578,0.6540517621380942,0.24046836410249983,0.100282572891031,0.20470263683370182,0.9978933930397034,0.5282766394955771,0.1431113505789212,0.15036506972142627,0.100282572891031,0.0,0.0,0.7674186751246452,0.10931710433214903,0.12028163392096758,0.2198626697063446,0.14964335970580578
21,350,460.95093727111816,2.3596763610839844,49.73018264770508,0.6526891078267779,0.242082162797451,0.10023841860038893,0.20290499465806144,0.9977840781211853,0.5283172612530844,0.14312815772635595,0.15036506972142627,0.10023841860038893,0.0,0.0,0.7680793181061745,0.10855783056467772,0.12042455282062292,0.21993773616850376,0.14964335970580578
22,350,461.9681513309479,2.3596763610839844,49.70683288574219,0.6514113407475608,0.24359282046556474,0.10018335416913032,0.20129912880914552,0.9976994395256042,0.5283320311137608,0.14315337694117,0.15036506972142627,0.10018335416913032,0.0,0.0,0.7687250673770905,0.10780415683984756,0.1205036686733365,0.219937264919281,0.14964335970580578
23,350,462.78593587875366,2.3596763610839844,49.76756286621094,0.6502198396410261,0.24500304443495613,0.10014015806572778,0.1998225357064179,0.9978600144386292,0.528359888792038,0.14317089930176735,0.15036506972142627,0.10014015806572778,0.0,0.0,0.7695287540555,0.10703742783516645,0.1215014522895217,0.22132086753845215,0.14964335970580578
24,350,463.4329364299774,2.3596763610839844,49.76690673828125,0.649064063004085,0.24636813312768935,0.10008325289402689,0.1985142422786781,0.9985219836235046,0.5283630699770792,0.14319836265274458,0.15036506972142627,0.10008325289402689,0.0,0.0,0.7703343480825424,0.10611958242952824,0.1217177351936698,0.22144882008433342,0.14964335970580578
25,350,462.6516442298889,2.3596763610839844,49.759056091308594,0.6479978338309696,0.24763297762189593,0.10005974584392138,0.19735482194593976,0.9987504482269287,0.5283761247566768,0.14323424362710543,0.15036506972142627,0.10005974584392138,0.0,0.0,0.7710975408554077,0.10534504614770412,0.12242138851433992,0.22237664461135864,0.14964335970580578
26,350,462.0786349773407,2.3596763610839844,49.59977722167969,0.6469671785831451,0.24885159126349857,0.10001587844320706,0.19609960332512855,0.9988425374031067,0.5283820184639522,0.14325604996510916,0.15036506972142627,0.10001587844320706,0.0,0.0,0.7719589471817017,0.10454459395259619,0.12360262125730515,0.22396161779761314,0.14964335970580578
27,350,461.7686288356781,2.3596763610839844,49.70299530029297,0.6460055407455989,0.2499940602694239,0.10000359305313655,0.19486767647521835,0.9988561868667603,0.5284029696668897,0.14328152786408152,0.15036506972142627,0.10000359305313655,0.0,0.0,0.7725749239325523,0.10388975217938423,0.12401463650166988,0.22442137449979782,0.14964335970580578
28,350,462.035945892334,2.3596763610839844,49.68791961669922,0.645080075774874,0.25109238884278706,0.09998567917517254,0.19375871879713877,0.9987554550170898,0.5284024640492031,0.14332322078091758,0.15036506972142627,0.09998567917517254,0.0,0.0,0.7731209546327591,0.10343668330460787,0.1250487109646201,0.22590540535748005,0.14964335970580578
29,350,463.26586985588074,2.3596763610839844,49.7115364074707,0.6441818416118622,0.25215574383735656,0.09995430978281157,0.19275508531502314,0.99873286485672,0.5284073068414415,0.14335091590881346,0.15036506972142627,0.09995430978281157,0.0,0.0,0.773571327328682,0.10287659522145987,0.12492297310382128,0.22557391040027142,0.14964335970580578
30,350,462.160276889801,2.3596763610839844,49.67491149902344,0.6433229424272264,0.2531694609778268,0.0999082137644291,0.19177051576120513,0.998769223690033,0.5284204837254115,0.14337143495678903,0.15036506972142627,0.0999082137644291,0.0,0.0,0.7741573452949524,0.10237428359687328,0.1259484188631177,0.22702259570360184,0.14964335970580578
31,350,464.22842717170715,2.3596763610839844,49.6546745300293,0.642494593007224,0.25415074152605877,0.09988276113356863,0.19085343609963146,0.9987541437149048,0.5284169394629342,0.14340852518166813,0.15036506972142627,0.09988276113356863,0.0,0.0,0.7744158282876015,0.10188901610672474,0.12501627765595913,0.22549858875572681,0.14964335970580578
32,350,464.75670433044434,2.3596763610839844,49.700862884521484,0.6416959171635764,0.25509528023856026,0.09984986428703581,0.19006152544702803,0.99868243932724,0.5283788645267486,0.14346199429460935,0.15036506972142627,0.09984986428703581,0.0,0.0,0.7748695313930511,0.10152784269303083,0.12595581449568272,0.22682057693600655,0.14964335970580578
33,350,466.0913383960724,2.3596763610839844,49.71265411376953,0.6409446522167751,0.2559885535921369,0.09984414019754954,0.18928769886493682,0.9985935091972351,0.5283641651698521,0.14351056520427977,0.15036506972142627,0.09984414019754954,0.0,0.0,0.7752637267112732,0.10108077246695757,0.12607249151915312,0.22689765132963657,0.14964335970580578
34,350,462.98837637901306,2.3596763610839844,49.70619583129883,0.6402275405611311,0.2568369287678174,0.09981614208647183,0.1886885731986591,0.9984619617462158,0.5283319910934993,0.1435649438202381,0.15036506972142627,0.09981614208647183,0.0,0.0,0.7756298705935478,0.10070637799799442,0.12639527954161167,0.227282440289855,0.14964335970580578
35,350,463.26288771629333,2.3596763610839844,49.66767501831055,0.6395219681944166,0.25767456510237285,0.09980392666799681,0.187996602079698,0.9984758496284485,0.5283019171442305,0.14361333672489437,0.15036506972142627,0.09980392666799681,0.0,0.0,0.7757769823074341,0.10039899218827486,0.12570108752697706,0.226149782538414,0.14964335970580578
36,350,462.9050245285034,2.3596763610839844,49.68843460083008,0.6388514387607575,0.25846960076263975,0.09978704605783735,0.18743156056318963,0.9983977675437927,0.5282598633425576,0.143675879240036,0.15036506972142627,0.09978704605783735,0.0,0.0,0.7759383544325829,0.10001497156918049,0.12469351943582296,0.22452653758227825,0.14964335970580578
37,350,462.3433930873871,2.3596763610839844,49.67868423461914,0.6381944898196629,0.25924775753702434,0.09976642532008034,0.18689428408231054,0.9983838796615601,0.5282477268150875,0.14371525245053426,0.15036506972142627,0.09976642532008034,0.0,0.0,0.7762009501457214,0.0997805055230856,0.12510371394455433,0.22509512677788734,0.14964335970580578
38,350,462.9487318992615,2.3596763610839844,49.69037628173828,0.637557601247515,0.2600037659917559,0.09975492877619607,0.18617249648485865,0.9983174800872803,0.5282168357712882,0.14376343929341862,0.15036506972142627,0.09975492877619607,0.0,0.0,0.7760301679372787,0.09949660394340754,0.12254592310637236,0.2210257388651371,0.14964335970580578
39,350,463.4318301677704,2.3596763610839844,49.65949630737305,0.6369310937608992,0.2607425432120051,0.09971782878041267,0.18549859740904398,0.9982852339744568,0.528207117830004,0.14378520035317965,0.15036506972142627,0.09971782878041267,0.0,0.0,0.7759996354579926,0.09925411269068718,0.12108199764043093,0.2186136431992054,0.14964335970580578
40,350,461.9185767173767,2.3596763610839844,49.6734504699707,0.6363245778424399,0.26145887451512473,0.09968784487673214,0.18474042694483483,0.9983757734298706,0.5281892687933786,0.14381061920097896,0.15036506972142627,0.09968784487673214,0.0,0.0,0.7758891507983208,0.09901324100792408,0.11912685818970203,0.21534922905266285,0.14964335970580578
41,350,462.6899666786194,2.3596763610839844,49.652565002441406,0.6357475178582328,0.26214194974728994,0.09966737276741437,0.1841002233326435,0.998336911201477,0.5281692680290767,0.14384579569101333,0.15036506972142627,0.09966737276741437,0.0,0.0,0.7756226509809494,0.09877971932291985,0.11623534746468067,0.2104254737496376,0.14964335970580578
42,350,463.5332362651825,2.3596763610839844,49.65707015991211,0.6351926505565644,0.262796126306057,0.09963387710707529,0.18355381063052587,0.9982938170433044,0.5281484053816115,0.14388072848320008,0.15036506972142627,0.09963387710707529,0.0,0.0,0.775568813085556,0.09861493669450283,0.1150336042046547,0.208293616771698,0.14964335970580578
43,350,462.61700892448425,2.3596763610839844,49.6781120300293,0.6346568271092006,0.2634301589642252,0.09961366266012192,0.18307866618037225,0.9982981085777283,0.5281331855910165,0.14391172615545136,0.15036506972142627,0.09961366266012192,0.0,0.0,0.7753933817148209,0.09854206815361977,0.11355465650558472,0.20566025376319885,0.14964335970580578
44,350,470.7008948326111,2.3596763610839844,49.67195129394531,0.6341262677737645,0.2640531415172986,0.09956831344536372,0.1825109859236649,0.9983382225036621,0.5281100702285767,0.1439301423728466,0.15036506972142627,0.09956831344536372,0.0,0.0,0.7752767726778984,0.09844953380525112,0.11233996320515871,0.20340086333453655,0.14964335970580578
45,350,478.24488377571106,2.3596763610839844,49.66815185546875,0.6336153483390808,0.264656748686518,0.09954400049788611,0.1819106331041881,0.998256504535675,0.528085184778486,0.14395852427397454,0.15036506972142627,0.09954400049788611,0.0,0.0,0.7751519754528999,0.09837851580232382,0.11118722893297672,0.2012182530015707,0.14964335970580578
46,350,478.00987243652344,2.3596763610839844,49.64753723144531,0.6331434406552996,0.2652212963785444,0.09955845628465924,0.18149230354598592,0.9982556700706482,0.5280606297084264,0.14401065119675227,0.15036506972142627,0.09955845628465924,0.0,0.0,0.7753317877650261,0.09820567350834608,0.1114035602658987,0.20150728896260262,0.14964335970580578
47,350,473.8361225128174,2.3596763610839844,49.65557861328125,0.6326551233019148,0.2658004193646567,0.0995468704189573,0.18097137378794806,0.9981626868247986,0.5280582029478891,0.1440301664173603,0.15036506972142627,0.0995468704189573,0.0,0.0,0.7753055542707443,0.0980922132730484,0.11064391676336527,0.20000742189586163,0.14964335970580578
48,350,473.86597323417664,2.3596763610839844,49.659812927246094,0.6321628768103463,0.2663806376712663,0.09951648678098406,0.1804702817755086,0.9983396530151367,0.5280746417386192,0.14403885243194445,0.15036506972142627,0.09951648678098406,0.0,0.0,0.7752356007695198,0.09809052664786577,0.11019805911928415,0.19912537932395935,0.14964335970580578
49,350,480.6173346042633,2.3596763610839844,49.66497802734375,0.631718031167984,0.26690925683294026,0.09951144473893302,0.18006245866417886,0.9982792139053345,0.5280661869049073,0.14406313851475716,0.15036506972142627,0.09951144473893302,0.0,0.0,0.7752672806382179,0.09799625258892775,0.10990096069872379,0.19847754016518593,0.14964335970580578
50,350,467.1605348587036,2.3596763610839844,49.62434005737305,0.6312817306177957,0.26742506959608625,0.0994925966007369,0.17964567105684962,0.9983944296836853,0.5280537661484309,0.1440938641130924,0.15036506972142627,0.0994925966007369,0.0,0.0,0.7750561162829399,0.09799201227724552,0.1085588913410902,0.19586090371012688,0.14964335970580578
