epoch,batches,seconds,peak_cuda_mem_gb,available_memory_gb,loss,ssim,l1,pred_min,pred_max,pred_mean,pred_std,pred_baseline_l1,baseline_gt_l1,pred_gt_l1,has_nan,has_inf,val_loss,val_ssim,val_l1,val_pred_mean,val_pred_std,val_pred_baseline_l1,val_baseline_gt_l1,bn_layers,bn_running_mean_mean,bn_running_var_mean
22,175,1117.2176361083984,4.047810077667236,42.441654205322266,0.5846122942652021,0.3214397132396698,0.09138547961200987,8.66254880697952e-38,1.0,0.5236575749942235,0.14251248478889467,0.1446084824204445,0.15036506950855255,0.09138547961200987,0.0,0.0,0.7749140486121178,0.09485043585300446,0.09117772057652473,0.5040457062423229,0.08954671397805214,0.12756771873682737,0.14964335970580578,21,-0.3574420628803117,25709.180583538044
23,175,1399.5018424987793,4.047810077667236,42.818599700927734,0.5806282983507429,0.32609524846076965,0.09092705522264753,0.0,1.0,0.5237254389694759,0.14249382546969822,0.14449844692434582,0.15036506950855255,0.09092705522264753,0.0,0.0,0.7779100462794304,0.09137307573109865,0.09164653811603785,0.49530765414237976,0.08713567443192005,0.13472827896475792,0.14964335970580578,21,-0.3668147343255225,26013.69320789973
24,175,836.3860430717468,4.047810077667236,42.75644302368164,0.5777240140097482,0.3295169564655849,0.09073923566511699,2.0252350774155863e-38,1.0,0.5234441600527082,0.14278470396995543,0.1447095850961549,0.15036506950855255,0.09073923566511699,0.0,0.0,0.7796421051025391,0.0895371763035655,0.0928333755582571,0.49647653847932816,0.08783764764666557,0.13426558766514063,0.14964335970580578,21,-0.37015170976519585,26321.63704392172
25,175,1100.1756122112274,4.047810077667236,42.82188415527344,0.5746243470055716,0.33315486328942434,0.09046532064676285,3.1010598889371667e-41,0.9999997615814209,0.5234023548875536,0.14296915071351188,0.1447981583220618,0.15036506950855255,0.09046532064676285,0.0,0.0,0.781444638967514,0.08748866245150566,0.09334450867027044,0.49056432768702507,0.08658383041620255,0.1391598116606474,0.14964335970580578,21,-0.3679713191730635,26620.634223932313
26,175,802.9273366928101,4.047810077667236,42.8310661315918,0.571075758934021,0.33734058022499086,0.09026168814727238,0.0,1.0,0.5236089781352452,0.1429291211281504,0.14466694308178765,0.15036506950855255,0.09026168814727238,0.0,0.0,0.7740972489118576,0.09553980641067028,0.08969184197485447,0.4943625032901764,0.09364110976457596,0.1345113068819046,0.14964335970580578,21,-0.3785337967177232,26921.18013916555
27,175,777.6704573631287,4.047810077667236,42.79243087768555,0.5684235841887337,0.3404227759156908,0.08986712872982025,9.047504347798716e-38,1.0,0.523517507314682,0.14305337220430375,0.14463144319398064,0.15036506950855255,0.08986712872982025,0.0,0.0,0.7752591297030449,0.09408273827284575,0.08930404204875231,0.4892711639404297,0.0911888312548399,0.13830801285803318,0.14964335970580578,21,-0.39332654717422666,27200.8787505428
28,175,758.982752084732,4.047810077667236,42.699951171875,0.5651919191224234,0.3442228719166347,0.08961971879005431,0.0,1.0,0.5235202382292067,0.14305416566984994,0.14459632047585078,0.15036506950855255,0.08961971879005431,0.0,0.0,0.7775387242436409,0.09156336728483438,0.09032487124204636,0.4881206415593624,0.09529429860413074,0.13960612379014492,0.14964335970580578,21,-0.4044827932403201,27516.92762204579
29,175,788.6403784751892,4.047810077667236,42.7845458984375,0.5622453677654267,0.3475946007456098,0.08890533962420055,3.3418834196137303e-34,1.0,0.5234941940648216,0.14311215673174177,0.14438796171120236,0.15036506950855255,0.08890533962420055,0.0,0.0,0.7783047631382942,0.09075945988297462,0.09089208673685789,0.4945756085216999,0.09591680765151978,0.1347413007169962,0.14964335970580578,21,-0.40847443221580415,27797.541173514866
30,175,963.9303967952728,4.047810077667236,42.74296569824219,0.5603347681249891,0.34980412244796755,0.08856411120721272,4.682604006727244e-37,1.0,0.5232572981289455,0.14299557834863663,0.14445947876998355,0.15036506950855255,0.08856411120721272,0.0,0.0,0.7783384546637535,0.09082627855241299,0.09145341906696558,0.5041278563439846,0.09539741650223732,0.1275263922289014,0.14964335970580578,21,-0.4032500262061755,28109.581645119757
31,175,1166.1898703575134,4.047810077667236,42.58195495605469,0.5571373200416565,0.35350307941436765,0.08799955993890762,2.801691950081222e-35,1.0,0.5234213306222644,0.14309795592512403,0.14419771867139,0.15036506950855255,0.08799955993890762,0.0,0.0,0.7781831845641136,0.09091649390757084,0.09095663297921419,0.49129799008369446,0.0960597200319171,0.13710113987326622,0.14964335970580578,21,-0.4158010457952817,28422.200101980143
32,175,1296.845235824585,4.047810077667236,42.74514389038086,0.5545837111132486,0.3564894253867013,0.08771782019308635,1.2275217651887886e-33,1.0,0.5231372230393546,0.14294128281729562,0.1443815503375871,0.15036506950855255,0.08771782019308635,0.0,0.0,0.779666930437088,0.08931907825171947,0.09184357430785894,0.49226367846131325,0.09870482049882412,0.13671110197901726,0.14964335970580578,21,-0.4179643608984493,28708.512004029184
33,175,1408.1788837909698,4.047810077667236,42.73965835571289,0.552253485577447,0.3591621596472604,0.08718576346124922,4.8150462739214765e-34,1.0,0.5233882893834795,0.1429408711194992,0.14398052679640908,0.15036506950855255,0.08718576346124922,0.0,0.0,0.7829795554280281,0.08567974343895912,0.09344107657670975,0.49176283925771713,0.10110083501785994,0.13766769506037235,0.14964335970580578,21,-0.4307676873036793,28999.78328898691
34,175,1280.3493540287018,4.047810077667236,42.71010208129883,0.550091359955924,0.3616264006069728,0.0866097691655159,1.438906932647512e-33,1.0,0.5235372955458505,0.1429892952953066,0.14370290692363466,0.15036506950855255,0.0866097691655159,0.0,0.0,0.7813097760081291,0.08755895588546991,0.09287082869559526,0.5075840577483177,0.09701625257730484,0.1254323162138462,0.14964335970580578,21,-0.42890435741061256,29307.504436226118
35,175,1138.9256916046143,4.047810077667236,42.70185089111328,0.5477288394314902,0.36434672440801347,0.08612569851534707,2.5225156581874603e-33,1.0,0.5233353464944022,0.1427692313705172,0.1437466413634164,0.15036506950855255,0.08612569851534707,0.0,0.0,0.7835230976343155,0.08512572012841702,0.09392954874783754,0.5097016207873821,0.09541580732911825,0.1245990451425314,0.14964335970580578,21,-0.44416984419027966,29597.68638930434
36,175,993.679075717926,4.047810077667236,42.85840606689453,0.5450470406668527,0.36742682371820723,0.08553499008928027,5.071208810538197e-33,1.0,0.5236624215330397,0.14281539010150093,0.14336371119533267,0.15036506950855255,0.08553499008928027,0.0,0.0,0.7809783667325974,0.08783974591642618,0.09227352403104305,0.507340095937252,0.09283988270908594,0.125724196434021,0.14964335970580578,21,-0.4484991807313192,29886.431657108522
37,175,1132.9012110233307,4.047810077667236,42.80741882324219,0.5429039876801627,0.3699213773863656,0.08523729119982039,1.4571222449197598e-28,1.0,0.5235638926710401,0.1426527041196823,0.14335817264659065,0.15036506950855255,0.08523729119982039,0.0,0.0,0.7835710644721985,0.08476305473595858,0.09232526551932096,0.49156373366713524,0.0943167107179761,0.13780569843947887,0.14964335970580578,21,-0.45171495988255456,30171.720865462506
38,175,940.7374567985535,4.047810077667236,42.78387451171875,0.5411331028597696,0.3720036116668156,0.08510100241218295,1.7909719128683574e-30,1.0,0.5235435770239149,0.1427785642657961,0.1433899069258145,0.15036506950855255,0.08510100241218295,0.0,0.0,0.7830739989876747,0.08567414060235023,0.09400193113833666,0.5135488584637642,0.09102836158126593,0.12204481847584248,0.14964335970580578,21,-0.46239825728393735,30485.26285766278
39,175,908.0592665672302,4.047810077667236,42.71031951904297,0.5385851436001914,0.37495867933545796,0.08469037004879543,1.4890278040713233e-30,1.0,0.5238965266091483,0.14266791105270385,0.14308486823524746,0.15036506950855255,0.08469037004879543,0.0,0.0,0.7814500406384468,0.08712304383516312,0.0914588924497366,0.4944235160946846,0.09036593604832888,0.13540065102279186,0.14964335970580578,21,-0.4705481312814213,30782.327721682334
40,175,1069.5696151256561,4.047810077667236,42.75541687011719,0.5375313293933869,0.37621686816215516,0.08470951872212547,3.3314505595412003e-28,1.0,0.5235182668481554,0.1427985947898456,0.1433601217184748,0.15036506950855255,0.08470951872212547,0.0,0.0,0.7840559110045433,0.08460439927875996,0.09452266898006201,0.5129187144339085,0.08884432725608349,0.1231354745104909,0.14964335970580578,21,-0.4733106841643651,31094.21972287553
41,175,1145.9377965927124,4.047810077667236,42.721988677978516,0.5351569105897631,0.37893895421709334,0.08416038615362985,5.744144761021069e-32,1.0,0.5239026916027069,0.14262894745383944,0.1430277875491551,0.15036506950855255,0.08416038615362985,0.0,0.0,0.7822585254907608,0.0864314679056406,0.09288119338452816,0.49435579031705856,0.08764516189694405,0.13638689275830984,0.14964335970580578,21,-0.47339202960332233,31362.4616877834
42,175,1148.9827468395233,4.047810077667236,42.40487289428711,0.5341564634868077,0.38017369168145315,0.08438991895743779,3.745927550074997e-34,1.0,0.5239980593749455,0.14272438551698413,0.1430809828213283,0.15036506950855255,0.08438991895743779,0.0,0.0,0.7806302383542061,0.08831897657364607,0.09261378459632397,0.4752994477748871,0.08940587192773819,0.1505719255656004,0.14964335970580578,21,-0.47974625549146105,31682.716982151782
43,175,1128.8233652114868,4.047810077667236,42.73949432373047,0.5305487014566149,0.38431581360953193,0.08358757202114378,2.095151197895587e-30,1.0,0.523900146143777,0.14281287154981068,0.1429113039800099,0.15036506950855255,0.08358757202114378,0.0,0.0,0.781346507370472,0.0875070197507739,0.09282753150910139,0.5036058016121387,0.08854205440729856,0.12927274126559496,0.14964335970580578,21,-0.483139537629627,31940.89844412321
44,175,1200.2483761310577,4.047810077667236,42.712833404541016,0.5282788019520895,0.3869697553770883,0.08333390155008862,3.7409026132933863e-31,1.0,0.5237489071914128,0.1427692841206278,0.14304943872349604,0.15036506950855255,0.08333390155008862,0.0,0.0,0.78130242228508,0.08754092361778021,0.09273011051118374,0.48364000394940376,0.08796312939375639,0.14428789913654327,0.14964335970580578,21,-0.4890159925534612,32235.477627595264
45,175,1239.4309377670288,4.047810077667236,42.74856185913086,0.5259994886602675,0.3896886035374233,0.08336211106606892,6.504800118683234e-27,1.0,0.524034777368818,0.1427193949478013,0.14291179022618702,0.15036506950855255,0.08336211106606892,0.0,0.0,0.7805984988808632,0.08824536018073559,0.09202885814011097,0.4859211705625057,0.08989151939749718,0.14214356802403927,0.14964335970580578,21,-0.5008215726841063,32521.453257469904
46,175,1269.9608674049377,4.047810077667236,42.65019607543945,0.5244799132006509,0.3914128507886614,0.08291708043643406,1.0134415068232671e-23,1.0,0.5240582627909524,0.14282794850213187,0.1427840575150081,0.15036506950855255,0.08291708043643406,0.0,0.0,0.7805578336119652,0.08834020234644413,0.09227265417575836,0.48993317410349846,0.08665105700492859,0.13918408565223217,0.14964335970580578,21,-0.5023572512325787,32834.59541357273
47,175,1232.499270915985,4.047810077667236,42.719791412353516,0.5228373639924185,0.39335656097957067,0.08285562349217279,2.4697619143562013e-27,1.0,0.5239876237937382,0.142801747407232,0.14282699095351356,0.15036506950855255,0.08285562349217279,0.0,0.0,0.7819297537207603,0.08681390713900328,0.09283413365483284,0.49820950254797935,0.08865572046488523,0.13314647041261196,0.14964335970580578,21,-0.5097594069583076,33131.43384028474
48,175,938.0245113372803,4.047810077667236,42.7235107421875,0.5210487987313952,0.39548312255314416,0.08284155266625541,1.405592763243898e-27,1.0,0.5242031858648573,0.14285306317465646,0.14274564376899174,0.15036506950855255,0.08284155266625541,0.0,0.0,0.7804002314805984,0.0887677138671279,0.0935321431607008,0.5058997124433517,0.08829543832689524,0.12743442878127098,0.14964335970580578,21,-0.5118009804614952,33433.55831498901
49,175,1190.835100889206,4.047810077667236,42.708740234375,0.5195382538863591,0.3972663710798536,0.08276267434869494,5.7908948015434845e-21,1.0,0.5240700929505484,0.14287769900900976,0.14286882843290055,0.15036506950855255,0.08276267434869494,0.0,0.0,0.7812925800681114,0.08753309492021799,0.09262748528271914,0.4976317919790745,0.09370710141956806,0.13322116434574127,0.14964335970580578,21,-0.5113361511556875,33745.625102890386
50,175,1237.6335830688477,4.047810077667236,42.68550109863281,0.5175830612863813,0.39952005692890713,0.08237458659069878,4.0633557533472e-18,1.0,0.523913243157523,0.1428107436639922,0.14292690570865357,0.15036506950855255,0.08237458659069878,0.0,0.0,0.7787287086248398,0.09039653837680817,0.09163634944707155,0.4999840557575226,0.09149209689348936,0.13101431168615818,0.14964335970580578,21,-0.522735174922716,34047.5252693707
