epoch,batches,seconds,peak_cuda_mem_gb,pred_max_abs,has_nan,has_inf,available_memory_gb,D_real,D_fake,D_real_score,D_fake_score,D_loss,G_adv_raw,G_struct_raw,G_struct_unnormalized_raw,G_struct_scale,G_carrier_raw,G_carrier_unnormalized_raw,G_carrier_scale,G_adv_weighted,G_struct_weighted,G_carrier_weighted,G_carrier_skipped,G_total
11,350,448.7701392173767,2.6080894470214844,280804.28125,0,0,52.698524475097656,0.0017418534096629759,0.0014963061614045208,0.7308305532591683,0.5001427503994533,0.0016190797897953806,1.0007559582165308,1.0970730928012302,4736.212866210937,4393.196451939174,1.4682551513399396,6377.0857233537945,4393.196451939174,1.0007559582165308,1.0970730928012302,0.3670637878349849,0.0,2.4648928342546736
12,350,448.8431897163391,2.6080894470214844,280665.625,0,0,52.674068450927734,0.0014745649781876377,0.0012279745819978416,0.7308796974590847,0.5000715675524303,0.0013512697780970484,1.0006309364523207,1.096155822277069,4733.040357840402,4393.196451939174,1.4676092403275627,6374.846514020647,4393.196451939174,1.0006309364523207,1.096155822277069,0.36690231008189067,0.0,2.4636890506744384
13,350,448.0307557582855,2.6080894470214844,281142.78125,0,0,52.694793701171875,0.0019344393946396719,0.0016448533944951904,0.7307721143109458,0.5002138902459826,0.0017896463919480864,1.0005284203801836,1.0950389541898455,4729.292420828683,4393.196451939174,1.4669349380901882,6372.588757672991,4393.196451939174,1.0005284203801836,1.0950389541898455,0.36673373452254704,0.0,2.4623011156490873
14,350,448.5822904109955,2.6080894470214844,280731.3125,0,0,52.67778015136719,0.0011827493467717431,0.0009588442078425682,0.7308944480759757,0.5000871338163103,0.0010707967782426359,1.0003609982558659,1.0940049140793937,4725.667410365513,4393.196451939174,1.46626400913511,6370.225992257255,4393.196451939174,1.0003609982558659,1.0940049140793937,0.3665660022837775,0.0,2.4609319056783403
15,350,447.7444107532501,2.6080894470214844,280984.625,0,0,52.67782974243164,0.0014418497615094697,0.001195880149482816,0.7308668902942113,0.5001426632915225,0.0013188649575957762,1.000429995400565,1.0927616083621978,4721.426983816964,4393.196451939174,1.4654582180295672,6367.479410226005,4393.196451939174,1.000429995400565,1.0927616083621978,0.3663645545073918,0.0,2.459556155204773
16,350,447.6318120956421,2.6080894470214844,280668.375,0,0,52.68111801147461,0.001924065917763593,0.0016032545666634437,0.7307789972850255,0.5001667221954891,0.0017636602515371384,1.000845924786159,1.0915170385156359,4717.131672712054,4393.196451939174,1.464603499344417,6364.522073102678,4393.196451939174,1.000845924786159,1.0915170385156359,0.36615087483610426,0.0,2.4585138389042447
17,350,448.34149527549744,2.6080894470214844,280662.71875,0,0,52.652427673339844,0.0007873536440560461,0.0006204503953839386,0.73095647249903,0.500052508200918,0.0007039020208841456,1.0002054040772574,1.0903168635708944,4713.036376953125,4393.196451939174,1.4637930996077402,6361.7472206333705,4393.196451939174,1.0002054040772574,1.0903168635708944,0.36594827490193504,0.0,2.456470547403608
18,350,448.3911397457123,2.6080894470214844,280657.25,0,0,52.68385314941406,0.005148520561716785,0.004631939184993306,0.7302531244073596,0.5006480135236467,0.004890229916033734,1.001123286932707,1.0892159516470772,4709.383685128349,4393.196451939174,1.4631461024284362,6359.604308733259,4393.196451939174,1.001123286932707,1.0892159516470772,0.36578652560710906,0.0,2.4561257539476666
19,350,447.47846603393555,2.6080894470214844,280704.03125,0,0,52.48612976074219,0.0006761595138647993,0.00040842541289748624,0.7309074827602932,0.5001038528340204,0.0005422924634435081,0.9998753447192056,1.0879776748589107,4704.968645717076,4393.196451939174,1.4622669870512826,6356.453836146763,4393.196451939174,0.9998753447192056,1.0879776748589107,0.36556674676282064,0.0,2.453419760635921
20,350,448.54754185676575,2.6080894470214844,280614.15625,0,0,52.63653564453125,0.0017981892769707234,0.001795651810763437,0.730642648765019,0.5003646516799927,0.0017969205585541203,1.0003125965595245,1.0861136679989951,4698.587628348214,4393.196451939174,1.461135161263602,6352.592267717634,4393.196451939174,1.0003125965595245,1.0861136679989951,0.3652837903159005,0.0,2.45171005317143
21,350,449.63207030296326,2.6080894470214844,280728.96875,0,0,52.64085388183594,0.0007498578811646439,0.0005622944759878529,0.7309267362526485,0.5001024503367287,0.0006560761790439885,1.000016655751637,1.0848948459965841,4694.386678641183,4393.196451939174,1.4602184173039028,6349.422060198102,4393.196451939174,1.000016655751637,1.0848948459965841,0.3650546043259757,0.0,2.4499661013058254
22,350,450.37692952156067,2.6080894470214844,280796.78125,0,0,52.28695297241211,0.000755872632975557,0.0005977243503106625,0.7309550305775233,0.500044783609254,0.0006767984931606666,1.0004165628978183,1.0835795160702297,4689.892499651228,4393.196451939174,1.4593691096987043,6346.5048420061385,4393.196451939174,1.0004165628978183,1.0835795160702297,0.36484227742467606,0.0,2.4488383507728577
23,350,450.018257856369,2.6080894470214844,280908.25,0,0,52.62593078613281,0.00110016756229535,0.0009101888762961608,0.7309059594358717,0.5001185862507139,0.0010051782173104585,1.0004294610023499,1.0814495718479156,4682.5230182756695,4393.196451939174,1.4580915686062403,6342.074159109933,4393.196451939174,1.0004294610023499,1.0814495718479156,0.3645228921515601,0.0,2.4464019216809954
24,350,449.4182825088501,2.6080894470214844,280772.75,0,0,52.45123291015625,0.003523310338787269,0.0030788766178427196,0.7304328765187945,0.5004761723109654,0.0033010935025855103,1.000287745233093,1.079979098864964,4677.618519112723,4393.196451939174,1.4571707657405308,6338.989710518973,4393.196451939174,1.000287745233093,1.079979098864964,0.3642926914351327,0.0,2.4445595261028834
25,350,448.40355467796326,2.6080894470214844,280509.5625,0,0,52.599998474121094,0.0005523539207726052,0.00038365400963812134,0.7309691742488316,0.5000756820610591,0.0004680039651741806,1.0001233436380115,1.0790591895580293,4674.461320800781,4393.196451939174,1.4564338071005685,6336.432224469866,4393.196451939174,1.0001233436380115,1.0790591895580293,0.3641084517751421,0.0,2.443290981905801
