epoch,D_real,D_fake,D_loss,G_adv,G_struct,G_carrier,G_total
1,0.6376941874623299,0.6025505810976028,0.21393859945237637,0.3706139698624611,0.02910234243609011,0.19965120404958725,0.7614629939198494
