epoch,seconds,peak_mem_GB,batches,D_loss,D_real,D_fake,G_adv,G_struct,G_carrier,G_total
1,279.3984212875366,5.647636413574219,175,0.17904456093907356,0.6648343171392168,0.5709354106017521,0.6130877603803362,0.07255161830357143,0.19433191150426865,1.4357747891971042
