term,fp32_read,fp16_read_then_gpu_float,abs_diff
g_adv_raw,0.8242820501327515,0.8242820501327515,0.0
g_adv_weighted,0.8242820501327515,0.8242820501327515,0.0
g_carrier_raw,0.32340750098228455,0.32340750098228455,0.0
g_carrier_weighted,0.16170375049114227,0.16170375049114227,0.0
g_struct_raw,0.24083463847637177,0.24083463847637177,0.0
g_struct_weighted,2.40834641456604,2.40834641456604,0.0
g_total,3.39433217048645,3.39433217048645,0.0
loss_return_value,3.39433217048645,3.39433217048645,0.0
y_idx,16.0,16.0,0.0
