epoch,category,pred_SNR,label_SNR,env_hist_KS
1,carotid,1.0190379889179455,0.8605585231244595,0.28615379333496094
1,muscle,1.1083781017569712,1.0457405854365114,0.40949249267578125
1,phantom,1.5374415084176971,1.4853961800174242,0.4552783966064453
2,carotid,1.0187308226321932,0.8605585231244595,0.2858619689941406
2,muscle,1.1080381753788378,1.0457405854365114,0.4091815948486328
2,phantom,1.536749257150423,1.4853961800174242,0.45487213134765625
3,carotid,1.0183492712848903,0.8605585231244595,0.2855243682861328
3,muscle,1.1076266187672668,1.0457405854365114,0.4088268280029297
3,phantom,1.5358643474945948,1.4853961800174242,0.4543743133544922
4,carotid,1.0178839592176183,0.8605585231244595,0.2850990295410156
4,muscle,1.1071286741417956,1.0457405854365114,0.40834808349609375
4,phantom,1.5347968690572544,1.4853961800174242,0.4537525177001953
5,carotid,1.017342983224089,0.8605585231244595,0.28460693359375
5,muscle,1.1065577829464246,1.0457405854365114,0.4078845977783203
5,phantom,1.5335477973070448,1.4853961800174242,0.45310211181640625
6,carotid,1.0167404342516153,0.8605585231244595,0.28406715393066406
6,muscle,1.1059216453512144,1.0457405854365114,0.4073944091796875
6,phantom,1.5321563229817732,1.4853961800174242,0.4522876739501953
7,carotid,1.0160589069851742,0.8605585231244595,0.2835273742675781
7,muscle,1.105205646700367,1.0457405854365114,0.40683555603027344
7,phantom,1.5305669206532877,1.4853961800174242,0.45136070251464844
8,carotid,1.015346061687315,0.8605585231244595,0.2829627990722656
8,muscle,1.1044527991077029,1.0457405854365114,0.4062042236328125
8,phantom,1.528913132794715,1.4853961800174242,0.45037841796875
9,carotid,1.0145678982571396,0.8605585231244595,0.2822551727294922
9,muscle,1.1036388156684003,1.0457405854365114,0.40546226501464844
9,phantom,1.5271022589719172,1.4853961800174242,0.4493579864501953
10,carotid,1.0137976492397642,0.8605585231244595,0.28163909912109375
10,muscle,1.1028290550748678,1.0457405854365114,0.4047565460205078
10,phantom,1.5252766886179268,1.4853961800174242,0.4483375549316406
11,carotid,1.0129271295598767,0.8605585231244595,0.2809295654296875
11,muscle,1.101918039844982,1.0457405854365114,0.4039726257324219
11,phantom,1.5232466159608133,1.4853961800174242,0.44719505310058594
12,carotid,1.0120016274971122,0.8605585231244595,0.2801551818847656
12,muscle,1.1009455688055525,1.0457405854365114,0.40320396423339844
12,phantom,1.5210618757216985,1.4853961800174242,0.4460582733154297
13,carotid,1.011036206170559,0.8605585231244595,0.2793235778808594
13,muscle,1.0999391208114213,1.0457405854365114,0.4022979736328125
13,phantom,1.5188043889266154,1.4853961800174242,0.44479942321777344
14,carotid,1.0100491748018656,0.8605585231244595,0.27848052978515625
14,muscle,1.0989120874957148,1.0457405854365114,0.40138816833496094
14,phantom,1.5164793276738646,1.4853961800174242,0.4435768127441406
15,carotid,1.0090215939985734,0.8605585231244595,0.2776069641113281
15,muscle,1.0978377897236737,1.0457405854365114,0.400482177734375
15,phantom,1.5140528306738958,1.4853961800174242,0.44242095947265625
16,carotid,1.007931314750771,0.8605585231244595,0.2766742706298828
16,muscle,1.0967011197798635,1.0457405854365114,0.3995227813720703
16,phantom,1.5114704086990056,1.4853961800174242,0.4410438537597656
17,carotid,1.006811046489891,0.8605585231244595,0.2757282257080078
17,muscle,1.0955456920673345,1.0457405854365114,0.3985481262207031
17,phantom,1.5088007123060425,1.4853961800174242,0.43959808349609375
18,carotid,1.0056168388764628,0.8605585231244595,0.2747173309326172
18,muscle,1.0942959617696961,1.0457405854365114,0.39752197265625
18,phantom,1.5059972855594925,1.4853961800174242,0.4379997253417969
19,carotid,1.0043909635929074,0.8605585231244595,0.27374839782714844
19,muscle,1.0930260089532022,1.0457405854365114,0.39649391174316406
19,phantom,1.5030478975428043,1.4853961800174242,0.43648338317871094
20,carotid,1.0030622051023392,0.8605585231244595,0.27262306213378906
20,muscle,1.091637166848092,1.0457405854365114,0.39533042907714844
20,phantom,1.4998887226965405,1.4853961800174242,0.4347667694091797
21,carotid,1.0017219314588728,0.8605585231244595,0.27155303955078125
21,muscle,1.090245034976545,1.0457405854365114,0.39426612854003906
21,phantom,1.496680020637879,1.4853961800174242,0.43314361572265625
22,carotid,1.0002969180219783,0.8605585231244595,0.2704124450683594
22,muscle,1.0887675145627946,1.0457405854365114,0.393035888671875
22,phantom,1.4932596268125644,1.4853961800174242,0.43125343322753906
23,carotid,0.9988628372095189,0.8605585231244595,0.269256591796875
23,muscle,1.0872705809898853,1.0457405854365114,0.39189720153808594
23,phantom,1.4898449080416714,1.4853961800174242,0.42946624755859375
24,carotid,0.9974043871157504,0.8605585231244595,0.2680492401123047
24,muscle,1.0857499351576387,1.0457405854365114,0.3907127380371094
24,phantom,1.4863541764612116,1.4853961800174242,0.4276123046875
25,carotid,0.9958931593306818,0.8605585231244595,0.26676177978515625
25,muscle,1.0841644601659066,1.0457405854365114,0.3894481658935547
25,phantom,1.4827587854351656,1.4853961800174242,0.42569541931152344
26,carotid,0.994362160071883,0.8605585231244595,0.2654895782470703
26,muscle,1.082561927836779,1.0457405854365114,0.38817405700683594
26,phantom,1.4790872054466755,1.4853961800174242,0.4238166809082031
27,carotid,0.9927654060247084,0.8605585231244595,0.2642650604248047
27,muscle,1.0808882263392485,1.0457405854365114,0.38690185546875
27,phantom,1.4752770113469027,1.4853961800174242,0.4218025207519531
28,carotid,0.9911613628679264,0.8605585231244595,0.26305580139160156
28,muscle,1.079214500924528,1.0457405854365114,0.38553810119628906
28,phantom,1.471419084130769,1.4853961800174242,0.4197959899902344
29,carotid,0.9895152008692341,0.8605585231244595,0.26177215576171875
29,muscle,1.0774907071618762,1.0457405854365114,0.384124755859375
29,phantom,1.467475653694354,1.4853961800174242,0.4177131652832031
30,carotid,0.9877912606811554,0.8605585231244595,0.26038360595703125
30,muscle,1.0756807035814513,1.0457405854365114,0.38263511657714844
30,phantom,1.4633297816293385,1.4853961800174242,0.4155998229980469
31,carotid,0.9860200020065123,0.8605585231244595,0.25891876220703125
