epoch,batches,seconds,peak_cuda_mem_gb,pred_max_abs,has_nan,has_inf,available_memory_gb,D_real,D_fake,D_real_score,D_fake_score,D_loss,G_adv_raw,G_struct_raw,G_carrier_raw,G_adv_weighted,G_struct_weighted,G_carrier_weighted,G_total
24,350,523.5909776687622,2.6080875396728516,280585.4375,0,0,47.88980484008789,0.0019030501954590104,0.002475096939503731,0.7306496899468559,0.5003467119591577,0.0021890735834105206,1.0004594273226601,4629.750511125837,6308.608852539062,1.0004594273226601,46297.50511125837,3154.304426269531,49452.810131138394
25,350,522.3939402103424,2.6080875396728516,280567.1875,0,0,47.74374008178711,0.0023528680031969476,0.002506487920743114,0.7304785166467939,0.5005243044240134,0.0024296779495281435,1.0004133263656072,4620.625003313337,6302.823048967634,1.0004133263656072,46206.25003313337,3151.411524483817,49358.662081473216
26,350,514.130161523819,2.6080875396728516,280553.625,0,0,47.894134521484375,0.001015031878902976,0.000929777715126485,0.7308462764535631,0.5001957545961653,0.0009724047981061241,1.0002993714809418,4611.3178976004465,6296.908405412946,1.0002993714809418,46113.17897600446,3148.454202706473,49262.63377232143
27,350,521.9700796604156,2.6080875396728516,280532.6875,0,0,47.82931900024414,0.0006188280766738379,0.00048227737021599233,0.7309398863996778,0.5000987939323698,0.0005505527230811173,1.000146827186857,4601.699742257255,6290.817411760602,1.000146827186857,46016.997422572545,3145.408705880301,49163.406710379466
28,350,524.8779773712158,2.6080875396728516,280532.40625,0,0,47.808658599853516,0.0026922473626577164,0.0027530103700077494,0.7305308251721518,0.5004441524403436,0.0027226288696484907,1.000778321836676,4591.876527622768,6284.592019391741,1.000778321836676,45918.76527622768,3142.2960096958705,49062.061961495536
29,350,521.3439316749573,2.6080875396728516,280515.03125,0,0,47.86494827270508,0.0007054834262401398,0.0005077039532105638,0.7308897066116333,0.5001454725435802,0.0006065936903593995,0.9999456288133348,4581.780043770927,6278.201694335938,0.9999456288133348,45817.800437709266,3139.100847167969,48957.90145368304
30,350,521.8077139854431,2.6080875396728516,280507.8125,0,0,47.72268295288086,0.0014159414229548669,0.0012493469742392855,0.7307907736301422,0.5002298911128725,0.001332644209614955,1.0007303000347956,4571.440180489676,6271.665675920759,1.0007303000347956,45714.40180489676,3135.8328379603795,48851.235744977675
31,350,529.4048879146576,2.6080875396728516,280480.75,0,0,47.72358322143555,0.000492749343829928,0.00036604151671261725,0.7309779150145395,0.5000718746015004,0.0004293954314406229,1.000122093473162,4560.826489432198,6264.974081333706,1.000122093473162,45608.26489432199,3132.487040666853,48741.75229073661
32,350,542.1835191249847,2.6080875396728516,280474.1875,0,0,47.74192810058594,0.0021372502156217317,0.0019493847904647867,0.7306494217259544,0.5003274703877313,0.0020433175018946975,0.9999343199389321,4549.964259381975,6258.133424944196,0.9999343199389321,45499.64259381976,3129.066712472098,48629.709400111606
33,350,522.6881015300751,2.6080875396728516,280463.375,0,0,47.82988739013672,0.0015928694722450538,0.0016135208418979476,0.7306741418157305,0.5003672285590853,0.0016031951710881133,1.0003218729155405,4538.8419846888955,6251.143565848214,1.0003218729155405,45388.41984688895,3125.571782924107,48514.992145647324
34,350,528.1097493171692,2.6080875396728516,280447.5625,0,0,47.84495162963867,0.0006104001780165292,0.000504056964107024,0.7309201088973454,0.5001398840972355,0.0005572285706252193,1.0000674167701176,4527.4534765625,6243.999401855469,1.0000674167701176,45274.534765625,3121.9997009277345,48397.534854910715
35,350,529.6211111545563,2.6080875396728516,280435.90625,0,0,47.776954650878906,0.002806926863455114,0.0024225175765501,0.7305445659160614,0.5004222588028227,0.0026147221816063392,1.0010467109935623,4515.833618512835,6236.716494140625,1.0010467109935623,45158.33618512835,3118.3582470703127,48277.69580357143
36,350,536.1334187984467,2.6080875396728516,280426.0625,0,0,47.87279510498047,0.0008950486255759773,0.0006853872575032125,0.7308310047217778,0.5002088623387473,0.0007902179406456915,1.0002651132856097,4503.9688082449775,6229.285348074777,1.0002651132856097,45039.68808244978,3114.6426740373886,48155.331280691964
37,350,522.6061742305756,2.6080875396728516,280407.78125,0,0,47.92837905883789,0.0004085171726390919,0.0002580339604589556,0.7309743395873478,0.500067915405546,0.0003332755672870137,0.9999384573527745,4491.853429478237,6221.712835518973,0.9999384573527745,44918.53429478237,3110.8564177594867,48030.39073102678
38,350,531.9274818897247,2.6080875396728516,280400.625,0,0,47.8420524597168,0.001574212719528337,0.0015469614378006164,0.7307071932724544,0.5003405157157353,0.0015605870739922726,1.0007745139939443,4479.49124407087,6213.9948395647325,1.0007745139939443,44794.91244070871,3106.9974197823663,47902.910906808036
39,350,536.578706741333,2.6080875396728516,280388.6875,0,0,47.862735748291016,0.0015084996227233206,0.0020277073965033715,0.7306445695672716,0.500399192741939,0.0017681035091767887,0.9997054232018334,4466.882475585938,6206.130914481027,0.9997054232018334,44668.82475585937,3103.0654572405133,47772.88995256696
40,350,523.4414417743683,2.6080875396728516,280366.03125,0,0,47.78482437133789,0.002174436032156726,0.002064501081882294,0.7305642798968723,0.5004530638456345,0.002119468567169471,1.0001584036861146,4454.045424455915,6198.130654994419,1.0001584036861146,44540.45424455915,3099.0653274972096,47640.51969308036
41,350,524.9968435764313,2.6080875396728516,280364.6875,0,0,47.884910583496094,0.001514668543760698,0.0015523393302386726,0.7306338095664978,0.5004111692735127,0.0015335039402374865,0.9999796378612519,4440.9904377092635,6189.9968244280135,0.9999796378612519,44409.90437709264,3094.9984122140067,47505.90311383929
42,350,522.6910119056702,2.6080875396728516,280365.03125,0,0,47.82936096191406,0.001533545206413172,0.002079400135927634,0.730592349597386,0.5004877311842783,0.001806472657647516,0.9998228631700788,4427.706416364397,6181.725874023437,0.9998228631700788,44277.064163643976,3090.8629370117187,47368.927234933035
43,350,518.6435236930847,2.6080875396728516,280335.6875,0,0,47.6663703918457,0.0014049533868299997,0.0013936849273782823,0.7307010202748435,0.5003263768127987,0.001399319156875468,1.000159750495638,4414.180907854353,6173.315185546875,1.000159750495638,44141.80907854353,3086.6575927734375,47229.467036830356
44,350,521.4645714759827,2.6080875396728516,280313.21875,0,0,47.88096237182617,0.0016153659992102932,0.002299234809751007,0.7305672356060573,0.5004825530733381,0.0019573004179775514,0.9993745407036373,4400.436264299665,6164.770644182478,0.9993745407036373,44004.36264299665,3082.385322091239,47087.74742466518
45,350,543.832891702652,2.6080875396728516,280291.90625,0,0,47.728511810302734,0.0015466621503583155,0.0022996324083838513,0.7305516200406211,0.5005139120987483,0.0019231472758734266,0.9992100584506989,4386.4896859305245,6156.1001876395085,0.9992100584506989,43864.89685930525,3078.0500938197542,46943.94617047991
46,350,535.1631977558136,2.6080875396728516,280270.5625,0,0,47.75321578979492,0.0014471448409728639,0.002424525059385425,0.730551405123302,0.5005377969571523,0.0019358349458655408,0.9988178334917341,4372.322516217913,6147.295137067523,0.9988178334917341,43723.22516217913,3073.6475685337614,46797.87152064732
47,350,526.7241251468658,2.6080875396728516,280248.53125,0,0,47.77326965332031,0.0013554235272957677,0.002150728017544939,0.7305507862567902,0.5005192437342235,0.0017530757589390435,0.999589010647365,4357.93146850586,6138.3555943080355,0.999589010647365,43579.31468505859,3069.1777971540178,46649.49231166294
48,350,517.9439375400543,2.6080875396728516,280228.71875,0,0,47.76899719238281,0.0014129049255695593,0.0024481912798364645,0.73053977898189,0.5005286239726203,0.0019305481322433999,0.9992716867583139,4343.333270612444,6129.288645368303,0.9992716867583139,43433.33270612444,3064.6443226841516,46498.97628069196
49,350,550.7160353660583,2.6080875396728516,280206.46875,0,0,47.75432205200195,0.0012712915345660543,0.0025594217373769166,0.7305230777604239,0.5005538954053607,0.0019153566097832352,0.9984332357134138,4328.531296561105,6120.094377790178,0.9984332357134138,43285.31296561105,3060.047188895089,46346.35875976562
50,350,534.6486856937408,2.6080875396728516,280180.1875,0,0,47.743743896484375,0.001432613685465185,0.0026530648964814777,0.7304820035185132,0.5006023549182075,0.0020428392849031036,0.9993258147580283,4313.523649204799,6110.774782366071,0.9993258147580283,43135.23649204799,3055.3873911830356,46191.62325753348
